"ObjectID","Title","ConstituentID","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","URL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"192829","Roi Escudero at Galeria Nordiska, Buenos Aires","[2164]","1967","Lithograph","21 1/2 x 15 3/4"" (54.6 x 40 cm)","Anonymous gift","793.2015","Design","Architecture & Design","2015-06-04","Y","http://www.moma.org/collection/works/192829","","0.0","","54.61010922","","","40.00508001","",""
"172384","SEI ACQUAFORTI ORIGINALI","[5972]","-1959","Portfolio of 6 color etchings and a table of contents with miniatures of the etchings","","Abby Aldrich Rockefeller Fund","43.1965.5","Print","Drawings & Prints","1965-01-12","N","","","","","","","","","",""
"103136","Untitled (magazine insert for Periódico Arteria)","[26617]","2006","Offset lithograph","composition: 6 15/16 x 9 9/16"" (17.6 x 24.3 cm); page: 16 7/8 x 10 7/8"" (42.8 x 27.6 cm)","Gift of the artist","478.2006","Print","Drawings & Prints","2006-06-01","Y","http://www.moma.org/collection/works/103136","","","","17.6","","","24.3","",""
"168007","Unité d'Habitation, Marseille, France (View of roof terrace)","[4496, 3426]","2011","Digital color coupler laser prints","36 1/2 x 72"" (92.7 x 182.9 cm)","Gift of Elise Jaffe + Jeffrey Brown","687.2013","Architecture","Architecture & Design","2013-06-03","Y","http://www.moma.org/collection/works/168007","","","","115.5702311","","","208.5979172","",""
"206072","Inserts, an advertising supplement produced for New York Times","[7682, 7119, 2714, 3266, 7177, 2233, 5564, 67113, 2429, 4741, 7928]","1988","Booklet, offset printed","page (each): 10 7/8 × 8 1/8"" (27.7 × 20.7 cm); overall (closed): 10 7/8 × 8 5/16 × 1/16"" (27.7 × 21.1 × 0.1 cm)","Anonymous gift","600.2016.19","Ephemera","Drawings & Prints","2016-06-08","Y","http://www.moma.org/collection/works/206072","","","","27.7","","","20.7","",""
"8823","Olivetti Lexikon","[4629]","1954","Lithograph","27 3/4 x 19 1/2"" (70.5 x 49.5 cm)","Gift of the designer","1526.2","Design","Architecture & Design","2000-12-11","Y","http://www.moma.org/collection/works/8823","","","","70.5","","","49.5","",""
"52479","ALLEGHENY COUNTY, PITTSBURGH, PENNSYLVANIA","[4496]","1975-76","Gelatin silver print","10 1/2 × 13 1/4"" (26.7 × 33.6 cm)","Gift of Joseph E. Seagram & Sons, Inc., Seagram County Court House Archives","394.1983","Photograph","Photography","1983-03-24","N","","","","","26.7","","","33.6","",""
"5839","Olivetti","[4629]","1949","Offset lithograph","37 3/8 x 26 1/4"" (95.5 x 66.5 cm)","Gift of the designer","249.1987","Design","Architecture & Design","1987-05-27","Y","http://www.moma.org/collection/works/5839","","","","95.5","","","66.5","",""
"51764","Granite Canyon Embankment in Foreground","[5091]","1867","Albumen silver print from a wet-collodion glass negative","8 3/4 × 11 3/4"" (22.2 × 29.8 cm)","Gift of Union Pacific Railroad Company","362.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51764","","","","22.2","","","29.8","",""
"5209","Olivetti Elettrosumma 22","[4629]","1962","Photolithograph","19 1/4 x 27 1/2"" (48.9 x 69.9 cm)","Gift of the artist","141.1963","Design","Architecture & Design","1963-03-13","Y","http://www.moma.org/collection/works/5209","","","","48.9","","","69.9","",""
"112527","Fjord Foot Stool","[29640]","2002","Polyurethane foam, leather and felt","13 3/4 x 31 1/2 x 23 5/8"" (35 x 80 x 60 cm)","Gift of the manufacturer","186.2006.2","Design","Architecture & Design","2006-02-09","Y","http://www.moma.org/collection/works/112527","","60.0","","35.0","","","80.0","",""
"292741","'Wybert' trailer","[39447]","1930s","Painted wood, rubber, and metal","7 1/4 × 9 1/2 × 6"" (18.4 × 24.1 × 15.2 cm)","Gift of the George R. Kravis II Collection","1299.2018","Design","Architecture & Design","2018-10-15","N","","","15.24003048","","18.41503683","","","24.13004826","",""
"99342","Popular Print","[26617]","1983","Photolithograph","Sheet: 11 7/16 x 14"" (29 x 35.5 cm)","Gift of the artist","522.2005","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99342","","","","29.0","","","35.5","",""
"99341","Popular Print ""Le Baiser Matinal""","[26617]","1997","Two photostatic prints","Sheet: 9 5/8 x 13 3/16"" (24.5 x 33.5 cm)","Gift of the artist","526.2005.1-2","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99341","","","","24.5","","","33.5","",""
"48304","Mosque","[5269]","c. 1850","Albumen silver print","7 3/4 × 9 3/8"" (19.7 × 23.8 cm)","Purchase","199.1972","Photograph","Photography","1972-05-02","N","","","","","19.7","","","23.8","",""
"80070","Standing Man with Stick","[4400]","1959","Oil on canvas","69 1/4 x 60 5/8"" (175.9 x 154 cm)","Gift of Joseph H. Hirshhorn","609.1959","Painting","Painting & Sculpture","1959-04-22","Y","http://www.moma.org/collection/works/80070","","","","175.8953518","","","153.987808","",""
"51839","UNTITLED (Two Men Sitting, Two Standing, One With Drink In Hand)","[2973]","n.d.","Gelatin silver print","5 3/4 × 8 3/4"" (14.7 × 22.3 cm)","Gift of the artist","365.1974","Photograph","Photography","1974-06-04","N","","","","","14.7","","","22.3","",""
"16535","Plate (folio 12) from JEUX DE TRAMES","[5625]","1962","","irreg. composition  12 11/16 x 9 3/4"" (32.3 x 24.7 cm)","Gift of The Contemporaries, Inc.","387.1962.4","Illustrated Book","Drawings & Prints","1962-12-11","N","","","","","32.3","","","24.7","",""
"292740","Chalkboard","[39447]","1920s","Painted wood","24 × 24 1/4 × 10 5/8"" (61 × 61.6 × 27 cm)","Gift of the George R. Kravis II Collection","1298.2018","Design","Architecture & Design","2018-10-15","N","","","26.98755398","","60.96012192","","","61.59512319","",""
"110517","Popular Print for the exhibition ""Dreams About Marcel Duchamp"" (Grabado popular impreso para la exhibición ""Sueños con Marcel Duchamp"")","[26617]","1980","Offset lithograph with pencil additions","composition: 7 5/8 x 10 3/16"" (19.4 x 25.8 cm); sheet: 8 3/8 x 10 7/8"" (21.2 x 27.7 cm)","Gift of the artist","519.2005.4","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/110517","","","","19.4","","","25.8","",""
"194448","Old Sydney textile","[48285]","c. 1947","Screenprinted silk","18 1/2 x 36"" (47 x 91.4 cm)","Anonymous gift","1097.2015","Design","Architecture & Design","2015-10-19","Y","http://www.moma.org/collection/works/194448","","0.0","","46.99009398","","","91.44018288","",""
"110531","Untitled from the Museum in Progress project Vienna Stripe","[33215]","(newspapers published February 20 and 27, 2004)","Two lithographs, offset printed","sheet (each): 17 15/16 x 11 13/16"" (45.5 x 30 cm)","Linda Barth Goldstein Fund","514.2006.392a-b","Print","Drawings & Prints","2006-06-01","N","","","","","45.5","","","30.0","",""
"51640","Hill's Farm, Near Granite Canyon","[5091]","1867","Albumen silver print","8 1/4 × 12 1/8"" (21 × 30.8 cm)","Gift of Union Pacific Railroad Company","357.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51640","","","","21.0","","","30.8","",""
"51512","Valley of Bitter Creek from Coal Mine","[5091]","1867-69","Albumen silver print","9 × 11 5/8"" (22.9 × 29.5 cm)","Gift of Union Pacific Railroad Company","352.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51512","","","","22.9","","","29.5","",""
"100168","""Bague"" Table Lamp","[29640, 29641]","2003","Silicon-coated metal mesh and acrylic","15 x 11 1/2 x 6 3/4"" (38.1 x 29.2 x 17.1 cm)","Gift of the manufacturer","844.2005","Design","Architecture & Design","2005-10-18","Y","http://www.moma.org/collection/works/100168","","17.145","","38.1001","","","29.2101","",""
"6341","Olivetti Lexikon 80","[4629]","c. 1950","Lithograph","27 1/2 x 19 1/2"" (69.9 x 49.5 cm)","Gift of the Olivetti Corporation","336.1953","Design","Architecture & Design","1953-04-07","Y","http://www.moma.org/collection/works/6341","","","","69.8501","","","49.5301","",""
"108896","Álvaro Barrios as Marcel Duchamp as Rrose Sélavy as L.H.O.O.Q. from Mundo","[26617, 32624]","1980-2006","Digital print with rubber stamp additions from the magazine Mundo","composition (irreg.): 8 3/4 x 6 13/16"" (22.3 x 17.3 cm); sheet: 12 5/8 x 8 9/16"" (32 x 21.7 cm)","Gift of the artist","92.2007.2","Print","Drawings & Prints","2007-03-07","N","","","","","22.3","","","17.3","",""
"60000","Untitled","[2759]","1972","Etching","plate: 7 7/16 x 7 3/8"" (18.9 x 18.7 cm); sheet: 25 1/2 x 19 1/2"" (64.7 x 49.5 cm)","Gift of Mr. and Mrs. Wolfgang Schoenborn","16.1973","Print","Drawings & Prints","1973-01-04","Y","http://www.moma.org/collection/works/60000","","","","18.9","","","18.7","",""
"80672","Jungle Scene","[3440]","c. 1936","Oil on board","23 1/2 x 30"" (59.5 x 75.9 cm)","Gift of Emil J. Arnold","1519.1968","Painting","Painting & Sculpture","1968-12-10","Y","http://www.moma.org/collection/works/80672","","","","59.5","","","75.9","",""
"3219","PH 5 Pendant Lamp","[7261]","1958","Aluminum","11 1/4 x 19 3/4"" (28.6 x 50.2cm)","Gift of the manufacturer","295.1999","Design","Architecture & Design","1999-06-30","Y","http://www.moma.org/collection/works/3219","","","50.2","28.6","","","","",""
"115872","XO Laptop from the One Laptop per Child (OLPC) project","[33149, 33195, 33372, 33196, 33371, 33373, 33374, 33197, 33200, 27724, 33198, 33199, 33201, 33202, 29036, 27802, 33203]","2005","PC/ABS plastic, rubber, and other materials","9 1/2 x 9 x 1 1/8"" (24.2 x 22.8 x 3 cm)","Lent by Yves Béhar / fuseproject","446.2008.2","Design","Architecture & Design","2008-05-22","N","","","2.857505715","","24.13004826","","","22.86004572","",""
"99335","Popular Print for the exhibition ""Dreams About Marcel Duchamp"" (Grabado popular impreso para la exhibición ""Sueños con Marcel Duchamp""), Popular Print for the exhibition \""\Dreams About Marcel Duchamp\"" (\Grabado popular impreso para la exhibición \""\Sueños con Marcel Duchamp\"")\","[26617]","1980","Six offset lithographs with pencil additions","composition (each): 7 5/8 x 10 3/16"" (19.4 x 25.8 cm); sheet (each): 8 3/8 x 10 7/8"" (21.2 x 27.7 cm)","Gift of the artist","519.2005.1-6","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99335","","","","19.4","","","25.8","",""
"110514","Popular Print for the exhibition ""Dreams About Marcel Duchamp"" (Grabado popular impreso para la exhibición ""Sueños con Marcel Duchamp"")","[26617]","1980","Offset lithograph with pencil additions","composition: 7 5/8 x 10 3/16"" (19.4 x 25.8 cm); sheet: 8 3/8 x 10 7/8"" (21.2 x 27.7 cm)","Gift of the artist","519.2005.1","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/110514","","","","19.4","","","25.8","",""
"5451","Exposition F. Maglin, November 1-30, 1899","[3689]","1899","Poster","","Gift of Ludwig Charell","168.1956","Design","Architecture & Design","1956-03-19","N","","","","","","","","","",""
"51461","Untitled","[2973]","c. 1970","Gelatin silver print","5 3/4 × 8 3/4"" (14.6 × 22.3 cm)","David H. McAlpin Fund","349.1974","Photograph","Photography","1974-06-04","N","","","","","14.6","","","22.3","",""
"161816","Untitled from the portfolio APN (Asahi Picture News), Untitled \from the portfolio\ APN (Asahi Picture News)","[38961, 35538]","1953-54","Gelatin silver print, printed 2002","9 7/16 × 7"" (23.9 × 17.8 cm)
","Committee on Photography Fund","701.2012.6","Photograph","Photography","2012-05-09","Y","http://www.moma.org/collection/works/161816","","","","23.9","","","17.8","",""
"16533","Plate (folio 8) from JEUX DE TRAMES","[5625]","1962","","irreg. composition  12 7/8 x 9 3/4"" (32.7 x 24.7 cm)","Gift of The Contemporaries, Inc.","387.1962.2","Illustrated Book","Drawings & Prints","1962-12-11","N","","","","","32.7","","","24.7","",""
"48534","Carl and Kaitlin from the series Words--Unspoken/Pictures of my Family","[7040]","1990","Gelatin silver print","14 9/16 × 18 5/8"" (37 × 47.3 cm)","The Family of Man Fund","208.1991","Photograph","Photography","1991-06-20","Y","http://www.moma.org/collection/works/48534","","","","37.0","","","47.3","",""
"68521","VW Red","[402]","1969","Screenprint","composition and sheet: 22 7/8 x 32 1/2"" (58.1 x 82.5 cm)","Gertrud A. Mellon Fund","404.197","Print","Drawings & Prints","1970-10-22","Y","http://www.moma.org/collection/works/68521","","","","58.1","","","82.5","",""
"110516","Popular Print for the exhibition ""Dreams About Marcel Duchamp"" (Grabado popular impreso para la exhibición ""Sueños con Marcel Duchamp"")","[26617]","1980","Offset lithograph with pencil additions","composition: 7 5/8 x 10 3/16"" (19.4 x 25.8 cm); sheet: 8 3/8 x 10 7/8"" (21.2 x 27.7 cm)","Gift of the artist","519.2005.3","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/110516","","","","19.4","","","25.8","",""
"99334","Popular Print  ""Dreams about Marcel Duchamp""","[26617]","1978","Photolithograph","composition: 10 1/16 x 13 11/16"" (25.5 x 34.8 cm); sheet (folded): 11 3/8 x 14 1/2"" (28.9 x 36.8 cm); sheet (unfolded): 22 3/4 x 14 1/2"" (57.8 x 36.8 cm)","Gift of the artist","517.2005","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99334","","","","25.5","","","34.8","",""
"31472","Pervaia vsesoiuznaia spartakiada","[24512, 24513, 24514]","1928","","Page: 8 13/16 x 11 1/4"" (22.4 x 28.5 cm)","Gift of The Judith Rothschild Foundation","1091.2001","Illustrated Book","Drawings & Prints","2001-01-24","N","","","","","22.4","","","28.5","",""
"168009","Assembly Hall, Chandigarh, India (Interior view)","[4496, 3426]","2012","Digital color coupler laser prints","45 x 72"" (114.3 x 182.9 cm)","Gift of Elise Jaffe + Jeffrey Brown","689.2013","Architecture","Architecture & Design","2013-06-03","Y","http://www.moma.org/collection/works/168009","","","","114.3002286","","","182.8803658","",""
"103755","Untitled for the Museum in Progress project Symposia: Art, Society and Media","[5564, 13020]","(newspaper published: December 23, 1994)","Lithograph, offset printed","Sheet: 18 1/2 x 12 3/8"" (47 x 31.5 cm)","Linda Barth Goldstein Fund","514.2006.59","Print","Drawings & Prints","2006-06-01","N","","","","","47.0","","","31.5","",""
"99336","Popular Print for the Exhibition ""Latin America 76"" Fundación Joan Miró, Spain","[26617]","1976","Photolithograph","sheet: 10 1/2 x 8 9/16"" (26.7 x 21.7 cm)","Gift of the artist","511.2005","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99336","","","","26.7","","","21.7","",""
"51499","UNTITLED (Two Men and Parking Meter)","[2973]","n.d.","Gelatin silver print","5 3/4 × 8 3/4"" (14.7 × 22.3 cm)","Gift of the artist","351.1974","Photograph","Photography","1974-06-04","N","","","","","14.7","","","22.3","",""
"192183","Lacht El Bahhtar, Cro Magnoni Cola (Poster for a concert)","[75076]","1987","Lithograph","10 13/16 x 15 3/16"" (27.5 x 38.5 cm)","Committee on Architecture and Design Funds","945.2015","Design","Architecture & Design","2015-06-04","Y","http://www.moma.org/collection/works/192183","","","","27.5","","","38.5","",""
"69972","Por Siempre Ameba","[2164]","-1968","Offset lithograph","14 7/8 x 21"" (37.8 x 53.3 cm)","Gift of the designer","486.197","Design","Architecture & Design","1970-11-05","Y","http://www.moma.org/collection/works/69972","","0.0","","37.78257557","","","53.34010668","",""
"63853","Untitled from the portfolio SUITES, no. 8","[6976, 7846, 2678, 527, 194]","-1964","Lithograph","","Gift of Jan Krugier","181.1999.4","Print","Drawings & Prints","1999-05-20","N","","","","","","","","","",""
"192828","Las Panteras","[2164]","1966","Lithograph","13 3/4 x 23 1/4"" (34.9 x 59.1 cm)","Anonymous gift","792.2015","Design","Architecture & Design","2015-06-04","Y","http://www.moma.org/collection/works/192828","","0.0","","34.92506985","","","59.05511811","",""
"155758","XO Laptop from the One Laptop per Child (OLPC) project","[33149, 33195, 33372, 33196, 33371, 33373, 33374, 33197, 33200, 27724, 33198, 33199, 33201, 33202, 29036, 27802, 33203]","2005","PC/ABS plastic, rubber, and other materials","9 1/2 x 9 x 1 1/8"" (24.1 x 22.9 x 2.9 cm)","Gift of Pentagram Design","447.2008.2","Design","Architecture & Design","2008-05-22","N","","","2.857505715","","24.13004826","","","22.86004572","",""
"168008","Chapel de Notre-Dame-du-Haut, Ronchamp, France (Exterior view)","[4496, 3426]","2012","Digital color coupler laser prints","22 1/4 x 96"" (56.5 x 243.8 cm)","Gift of Elise Jaffe + Jeffrey Brown","688.2013","Architecture","Architecture & Design","2013-06-03","Y","http://www.moma.org/collection/works/168008","","","","80.01016002","","","269.8755398","",""
"65354","Tattoo","[5564]","1996","Screenprint","","Linda Barth Goldstein Fund","255.1997","Print","Drawings & Prints","1997-05-28","Y","http://www.moma.org/collection/works/65354","","","","","","","","",""
"73418","Fox","[1267]","1973","Lithograph","Composition: 20 7/8 x 21"" (53.1 x 53.3 cm)
Sheet: 22 15/16 x 23 1/16"" (58.2 x 58.6 cm)","Gift of Chuck Close","714.1983","Print","Drawings & Prints","1984-02-01","Y","http://www.moma.org/collection/works/73418","","","","53.1","","","53.3","",""
"13213","The Bee (Die Biene)","[6769, 5289, 6767, 2877, 402, 6770, 6768, 6766, 24409]","1965–66, published 1966","Illustrated book with six lithographs, two woodcuts, and one etching and aquatint","irreg page  23 9/16 x 16 7/8"" (59 x 42.9 cm)
Prints:  various dimensions.","Gertrud A. Mellon Fund","187.1967.1-9","Illustrated Book","Drawings & Prints","1967-04-11","N","","","","","59.0","","","42.9","",""
"51518","UNTITLED (Two Men and Broom, One Removing Something From Other's Eye)","[2973]","n.d.","Gelatin silver print","5 3/4 × 8 3/4"" (14.7 × 22.3 cm)","Gift of the artist","352.1974","Photograph","Photography","1974-06-04","N","","","","","14.7","","","22.3","",""
"298489","Accumulation with Talking Plus Water Motor","[34784, 75704]","1986","16mm film (color, sound)","11:50 min.","Acquired in part through the generosity of the Robert Rauschenberg Foundation, Sarah Arison, Jody & John Arnhold, and Agnes Gund","65.2019","Film","Media and Performance","2019-04-04","N","","","","","","","","","","710.0"
"5035","Deutsche Kunst","[2608]","1928","Silkscreen","33 1/4 x 23 1/2"" (84.5 x 59.5 cm)","Given anonymously","93.1944","Design","Architecture & Design","1944-05-02","Y","http://www.moma.org/collection/works/5035","","","","84.5","","","59.5","",""
"18427","Gorn","[23851, 23852, 23853]","1922","","Page: 10 5/8 x 7 1/16"" (27 x 18 cm)","Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive)","561.2001","Illustrated Book","Drawings & Prints","2001-01-24","N","","","","","27.0","","","18.0","",""
"134494","Lufthansa","[402]","1982","Offset lithograph","composition: 17 15/16 x 26 1/8"" (45.5 x 66.4 cm); sheet: 19 3/16 x 27 1/4"" (48.8 x 69.2 cm)","Maud and Jeffrey Welles Fund","100.201","Print","Drawings & Prints","2010-03-09","Y","http://www.moma.org/collection/works/134494","","","","45.5","","","66.4","",""
"134493","Orson Welles","[402]","1971","Screenprint","composition: 29 15/16 x 23 13/16"" (76 x 60.5 cm); sheet: 29 15/16 x 23 13/16"" (76 x 60.5 cm)","Mary Ellen Oldenburg Fund","99.201","Print","Drawings & Prints","2010-03-09","Y","http://www.moma.org/collection/works/134493","","","","76.0","","","60.5","",""
"63855","Untitled from the portfolio SUITES, no. 8","[8063, 2678, 527, 7846, 194]","-1964","Lithograph","","Gift of Jan Krugier","181.1999.6","Print","Drawings & Prints","1999-05-20","N","","","","","","","","","",""
"83974","The Smoker–The Match–The Cigarette","[16790, 29160]","1911","Gelatin silver print","4 5/16 × 4 1/8"" (11 × 10.4 cm)","Thomas Walther Collection. Gift of Thomas Walther","1635.2001","Photograph","Photography","2001-12-13","Y","http://www.moma.org/collection/works/83974","","","","11.0","","","10.4","",""
"108898","Untitled from Álvaro Barrios: Apropiaciones y Grabados Populares","[26617]","2006","Loose offset print from an exhibition catalogue","composition: 8 1/4 x 16"" (21 x 40.6 cm); sheet: 11 x 16 9/16"" (27.9 x 42 cm)","Gift of the artist","93.2007.2","Print","Drawings & Prints","2007-03-07","N","","","","","21.0","","","40.6","",""
"161815","Untitled from the portfolio APN (Asahi Picture News), Untitled \from the portfolio\ APN (Asahi Picture News)","[38961, 35538]","1953-54","Gelatin silver print, printed 2002","4 9/16 × 7 1/2"" (11.6 × 19 cm)
","Committee on Photography Fund","701.2012.5","Photograph","Photography","2012-05-09","Y","http://www.moma.org/collection/works/161815","","","","11.6","","","19.0","",""
"169014","Villa Savoye, Poissy-sur-Seine, France (Exterior view)","[4496, 3426]","2012","Digital color coupler laser prints","","Gift of Elise Jaffe + Jeffrey Brown","690.2013","Architecture","Architecture & Design","2013-06-03","Y","http://www.moma.org/collection/works/169014","","","","","","","","",""
"8910","Enlist Today","[22769]","c. 1917","Lithograph","40 x 27"" (101.6 x 68.6cm)","Gift of Abby Aldrich Rockefeller","1591.194","Design","Architecture & Design","1940-04-05","Y","http://www.moma.org/collection/works/8910","","","","101.6","","","68.6","",""
"51744","Echo City, From North","[5091]","1860-69","Albumen silver print","8 3/4 × 12 3/8"" (22.2 × 31.4 cm)","Gift of Union Pacific Railroad Company","361.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51744","","","","22.2","","","31.4","",""
"149511","Popular Print","[26617]","1978","Three photolithographs","Sheet: 22 13/16 x 29 1/8"" (58 x 74 cm)","Gift of the artist","518.2005.1","Print","Drawings & Prints","2005-06-02","N","","","","","58.0","","","74.0","",""
"68136","Orph from Documenta: The Super Realists","[1267]","1972","One from a portfolio of ten lithographs","composition: 20 3/16 x 30 1/16"" (51.3 x 76.3 cm); sheet: 24 1/16 x 34 1/16"" (61.1 x 86.5 cm)","Gift of Dr. Samuel Mandel","381.1975.2","Print","Drawings & Prints","1976-01-08","Y","http://www.moma.org/collection/works/68136","","","","51.3","","","76.3","",""
"155757","XO Laptop from the One Laptop per Child (OLPC) project","[33149, 33195, 33372, 33196, 33371, 33373, 33374, 33197, 33200, 27724, 33198, 33199, 33201, 33202, 29036, 27802, 33203]","2005","PC/ABS plastic, rubber, and other materials","9 1/2 x 9 x 1 1/8"" (24.1 x 22.9 x 2.9 cm)","Gift of Pentagram Design","447.2008.1","Design","Architecture & Design","2008-05-22","Y","http://www.moma.org/collection/works/155757","","2.857505715","","24.13004826","","","22.86004572","",""
"172386","SEI ACQUAFORTI ORIGINALI","[5972]","-1959","Portfolio of 6 color etchings and a table of contents with miniatures of the etchings","","Abby Aldrich Rockefeller Fund","43.1965.7","Print","Drawings & Prints","1965-01-12","N","","","","","","","","","",""
"51549","Echo City, Looking up Webster Valley","[5091]","1868","Albumen silver print","9 × 12 1/4"" (22.9 × 31.1 cm)","Gift of Union Pacific Railroad Company","354.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51549","","","","22.9","","","31.1","",""
"292961","Kitchen Sink","[75099]","1989","35mm film (color, sound)","","Gift of the Artist","820529","Film","Film","2018-10-16","N","","","","","","","","","",""
"51621","Hanging Rock, Echo City","[5091]","1868","Albumen silver print","8 3/4 × 11 5/8"" (22.2 × 29.5 cm)","Gift of Union Pacific Railroad Company","356.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51621","","","","22.2","","","29.5","",""
"161819","Untitled from the portfolio APN (Asahi Picture News), Untitled \from the portfolio\ APN (Asahi Picture News)","[38961, 35538]","1953-54","Gelatin silver print, printed 2002","6 5/16 × 4 5/16"" (16 × 11 cm)
","Committee on Photography Fund","701.2012.9","Photograph","Photography","2012-05-09","Y","http://www.moma.org/collection/works/161819","","","","16.0","","","11.0","",""
"218937","Rome. Arch of Septimius Severus and Capitoline Lion","[67872]","1842","Daguerreotype (whole plate)","9 7/16 × 7 1/2"" (24 × 19.1 cm)","Acquired through the generosity of Robert B. Menschel","434.2017","Photograph","Photography","2017-05-18","Y","http://www.moma.org/collection/works/218937","","0.0","","23.97129794","","","19.0500381","",""
"149512","Popular Print","[26617]","1978","Three photolithographs","Sheet: 22 13/16 x 29 1/8"" (58 x 74 cm)","Gift of the artist","518.2005.2","Print","Drawings & Prints","2005-06-02","N","","","","","58.0","","","74.0","",""
"161813","Untitled from the portfolio APN (Asahi Picture News)","[38961, 35538]","1953-54","Gelatin silver print, printed 2002","9 9/16 × 6 7/16"" (24.3 × 16.3 cm)
","Committee on Photography Fund","701.2012.3","Photograph","Photography","2012-05-09","Y","http://www.moma.org/collection/works/161813","","","","24.3","","","16.3","",""
"172380","SEI ACQUAFORTI ORIGINALI","[5972]","-1959","Portfolio of 6 color etchings and a table of contents with miniatures of the etchings","","Abby Aldrich Rockefeller Fund","43.1965.1","Print","Drawings & Prints","1965-01-12","N","","","","","","","","","",""
"51440","UNTITLED (Butcher Behind Counter)","[2973]","n.d.","Gelatin silver print","5 3/4 × 8 3/4"" (14.7 × 22.3 cm)","John Parkinson III Fund","348.1974","Photograph","Photography","1974-06-04","N","","","","","14.7","","","22.3","",""
"110521","Popular Print for the 9th Biennial of Tokyo, published in Diario del Caribe, October 3, 1974 (Grabado popular impreso para la IX Bienal de Grabados de Tokyo, publicado en Diario del Caribe, 3 de octubre de 1974)","[26617]","1974","Offset lithograph on newsprint","composition: 19 7/8 x 13 1/4"" (50.5 x 33.7 cm); sheet (unfolded): 22 11/16 x 29"" (57.7 x 73.6 cm)","Gift of the artist","509.2005.2","Print","Drawings & Prints","2005-06-02","N","","","","","50.5","","","33.7","",""
"51808","Lime Kiln Cut, Near Granite Canyon","[5091]","1867","Albumen silver print","9 × 11 3/4"" (22.9 × 29.8 cm)","Gift of Union Pacific Railroad Company","364.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51808","","","","22.9","","","29.8","",""
"76452","Variation on a Head IV","[4400]","1964","Lithograph","composition (irreg.): 19 3/16 x 20 5/16"" (48.7 x 51.6cm); sheet: 25 1/16 x 22 3/16"" (63.7 x 56.3cm)","Gift of Kleiner, Bell & Co.","1350.1967","Print","Drawings & Prints","1969-12-04","Y","http://www.moma.org/collection/works/76452","","","","48.7","","","51.6","",""
"51403","UNTITLED (Sign Painters)","[2973]","n.d.","Gelatin silver print","5 3/4 × 8 3/4"" (14.6 × 22.3 cm)","John Parkinson III Fund","347.1974","Photograph","Photography","1974-06-04","N","","","","","14.6","","","22.3","",""
"8070","Museum des 20. Jahrhunderts","[5228]","c. 1963","Photolithograph","33 x 23 1/4"" (83.8 x 59.0 cm)","Gift of the artist","761.1963","Design","Architecture & Design","1963-12-10","Y","http://www.moma.org/collection/works/8070","","","","83.8","","","59.0","",""
"99350","Popular Print","[26617]","1978","Three photolithographs","Sheet: 22 13/16 x 29 1/8"" (58 x 74 cm)","Gift of the artist","518.2005.1-3","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99350","","","","58.0","","","74.0","",""
"7436","Olivetti Summa Prima 20","[4629]","c. 1957","Offset lithograph","27 1/2 x  19 5/8"" ( x 69.8 x  49.8 cm)","Acquired by exchange","533.199","Design","Architecture & Design","1990-10-24","Y","http://www.moma.org/collection/works/7436","","","","69.8","","","49.8","",""
"76448","Variation on a Head III","[4400]","1964","Lithograph with watercolor additions","composition (irreg.): 19 3/16 x 20 3/8"" (48.7 x 51.8cm); sheet: 25 x 22 5/16"" (63.5 x 56.7cm)","Gift of Kleiner, Bell & Co.","1349.1967","Print","Drawings & Prints","1969-12-04","Y","http://www.moma.org/collection/works/76448","","","","48.7","","","51.8","",""
"60790","SEI ACQUAFORTI ORIGINALI","[5972]","-1959","Portfolio of 6 color etchings and a table of contents with miniatures of the etchings","","Abby Aldrich Rockefeller Fund","43.1965.1-7","Print","Drawings & Prints","1965-01-12","N","","","","","","","","","",""
